pitcher_id,pitch_a,cluster_a,pitch_b,cluster_b,same_cluster
593958,CH,cube59_cluster0,FC,cube51_cluster0,False
593958,CH,cube59_cluster0,FF,cube60_cluster0,True
593958,CH,cube59_cluster0,PO,cube59_cluster0,True
593958,CH,cube59_cluster0,SI,cube60_cluster0,True
593958,FC,cube51_cluster0,FF,cube60_cluster0,False
593958,FC,cube51_cluster0,PO,cube59_cluster0,False
593958,FC,cube51_cluster0,SI,cube60_cluster0,False
593958,FF,cube60_cluster0,PO,cube59_cluster0,True
593958,FF,cube60_cluster0,SI,cube60_cluster0,True
593958,PO,cube59_cluster0,SI,cube60_cluster0,True
593974,CH,cube59_cluster0,FF,cube59_cluster0,True
593974,CH,cube59_cluster0,SI,cube59_cluster0,True
593974,CH,cube59_cluster0,SL,cube50_cluster0,False
593974,FF,cube59_cluster0,SI,cube59_cluster0,True
593974,FF,cube59_cluster0,SL,cube50_cluster0,False
593974,SI,cube59_cluster0,SL,cube50_cluster0,False
594798,CH,cube60_cluster0,FF,cube61_cluster0,False
594902,CH,cube67_cluster0,FF,cube60_cluster0,False
594902,CH,cube67_cluster0,SI,cube61_cluster0,True
594902,FF,cube60_cluster0,SI,cube61_cluster0,True
595014,FC,cube51_cluster0,FF,cube60_cluster0,False
595014,FC,cube51_cluster0,SI,cube60_cluster0,False
595014,FF,cube60_cluster0,SI,cube60_cluster0,True
595345,FC,cube51_cluster0,FF,cube60_cluster0,True
595345,FC,cube51_cluster0,PO,cube60_cluster0,True
595345,FF,cube60_cluster0,PO,cube60_cluster0,True
595897,CH,cube60_cluster0,FF,cube60_cluster0,True
595897,CH,cube60_cluster0,SI,cube60_cluster0,True
595897,FF,cube60_cluster0,SI,cube60_cluster0,True
595928,CH,cube59_cluster0,FC,cube42_cluster0,False
595928,CH,cube59_cluster0,FF,cube60_cluster0,True
595928,FC,cube42_cluster0,FF,cube60_cluster0,False
596001,CH,cube59_cluster0,FF,cube60_cluster0,True
596001,CH,cube59_cluster0,SI,cube60_cluster0,True
596001,FF,cube60_cluster0,SI,cube60_cluster0,True
596112,FC,cube24_cluster0,SL,cube24_cluster0,True
596112,FF,cube60_cluster0,FS,cube59_cluster0,False
596133,CH,cube60_cluster0,FC,cube51_cluster0,False
596133,CH,cube60_cluster0,FF,cube60_cluster0,True
596133,CH,cube60_cluster0,SL,cube42_cluster0,False
596133,FC,cube51_cluster0,FF,cube60_cluster0,False
